ID,KDMK,NAMA MK,JENIS,SKS,NILAI
Alumni443,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni444,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni445,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni446,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni447,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni448,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni449,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni450,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni451,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni452,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni453,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni454,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni455,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni456,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni457,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni458,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni459,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni460,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni461,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni462,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni463,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni464,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni465,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni466,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni467,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni468,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni469,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni470,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni471,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni472,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni473,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni474,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni475,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni476,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni477,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni478,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni479,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni480,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni481,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni482,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni483,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni484,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni485,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni486,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni487,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni488,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni489,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni490,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni491,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni492,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni493,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni494,HM045101,ILMU BUDAYA DASAR,W,1,C
Alumni495,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni496,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni497,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni498,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni499,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni500,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni501,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni502,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni503,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni504,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni505,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni506,HM045101,ILMU BUDAYA DASAR,W,1,C
Alumni507,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni508,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni509,HM045101,ILMU BUDAYA DASAR,W,1,B
Alumni510,HM045101,ILMU BUDAYA DASAR,W,1,A
Alumni001,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni002,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni003,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni004,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni005,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni006,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni007,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni008,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni009,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni010,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni011,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni012,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni013,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni014,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni015,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni016,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni017,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni018,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni019,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni020,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni021,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni022,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni023,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni024,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni025,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni026,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni027,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni028,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni029,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni030,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni031,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni032,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni033,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni034,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni035,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni036,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni037,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni038,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni039,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni040,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni041,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni042,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni043,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni044,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni045,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni046,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni047,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni048,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni049,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni050,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni051,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni052,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni053,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni054,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni055,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni056,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni057,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni058,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni059,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni060,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni061,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni062,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni063,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni064,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni065,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni066,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni067,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni068,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni069,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni070,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni071,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni072,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni073,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni074,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni075,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni076,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni077,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni078,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni079,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni080,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni081,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni082,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni083,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni084,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni085,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni086,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni087,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni089,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni090,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni091,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni092,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni093,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni094,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni095,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni096,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni097,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni098,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni099,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni100,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni101,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni102,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni103,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni104,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni105,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni106,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni107,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni108,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni109,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni110,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni111,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni112,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni113,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni114,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni115,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni116,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni117,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni118,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni119,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni120,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni121,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni122,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni123,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni124,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni125,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni126,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni127,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni128,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni129,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni130,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni131,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni132,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni133,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni134,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni135,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni136,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni137,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni138,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni139,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni140,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni141,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni142,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni143,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni144,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni145,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni146,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni147,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni148,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni149,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni150,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni151,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni152,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni153,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni154,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni155,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni156,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni157,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni158,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni159,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni160,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni161,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni162,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni163,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni164,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni165,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni166,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni167,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni168,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni169,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni170,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni171,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni172,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni173,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni174,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni175,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni176,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni177,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni178,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni179,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni180,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni181,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni182,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni183,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni184,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni185,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni186,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni187,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni188,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni189,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni190,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni191,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni192,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni193,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni194,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni195,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni196,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni197,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni198,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni199,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni200,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni201,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni202,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni203,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni204,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni205,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni206,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni207,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni208,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni209,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni210,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni211,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni212,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni213,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni214,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni215,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni216,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni217,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni218,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni219,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni220,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni221,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni222,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni223,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni224,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni225,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni226,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni227,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni228,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni229,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni230,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni231,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni232,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni233,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni234,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni235,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni236,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni237,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni238,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni239,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni240,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni241,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni242,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni243,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni244,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni245,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni246,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni247,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni248,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni249,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni250,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni251,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni252,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni253,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni254,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni255,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni256,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni257,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni258,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni259,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni260,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni261,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni262,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni263,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni264,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni265,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni266,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni267,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni268,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni269,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni270,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni271,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni272,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni273,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni274,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni275,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni276,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni277,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni278,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni279,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni280,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni281,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni282,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni283,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni284,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni285,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni286,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni287,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni288,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni289,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni290,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni291,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni292,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni293,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni294,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni295,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni296,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni297,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni298,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni299,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni300,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni301,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni302,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni303,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni304,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni305,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni306,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni307,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni308,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni309,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni310,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni311,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni312,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni313,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni314,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni315,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni316,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni317,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni318,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni319,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni320,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni321,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni322,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni323,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni324,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni325,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni326,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni327,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni328,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni329,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni330,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni331,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni332,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni333,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni334,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni335,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni336,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni337,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni338,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni339,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni340,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni341,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni342,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni343,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni344,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni345,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni346,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni347,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni348,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni349,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni350,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni351,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni352,HM045102,ILMU SOSIAL DASAR,W,1,C
Alumni353,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni354,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni355,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni356,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni357,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni358,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni359,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni360,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni361,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni362,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni363,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni364,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni365,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni366,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni367,HM045102,ILMU SOSIAL DASAR,W,1,A
Alumni368,HM045102,ILMU SOSIAL DASAR,W,1,B
Alumni369,HM045102,ILMU SOSIAL DASAR,W,1,A
