ID,IPK,TAHUN LULUS,PROFESI PEKERJAAN,NAMA MK,SKS,NILAI,INDEX
Alumni268,3.48,2021,Software Developer,SISTEM KEAMANAN KOMPUTER,2,A,SISTEM KEAMANAN KOMPUTER
Alumni268,3.48,2021,Software Developer,SISTEM MULTIMEDIA,2,A,SISTEM MULTIMEDIA
Alumni268,3.48,2021,Software Developer,SISTEM OPERASI,3,B,SISTEM OPERASI
Alumni268,3.48,2021,Software Developer,SKRIPSI / EVALUASI KOMPREHENSIF,6,A,SKRIPSI / EVALUASI KOMPREHENSIF
Alumni268,3.48,2021,Software Developer,STATISTIKA 1,2,A,STATISTIKA 1
Alumni268,3.48,2021,Software Developer,STATISTIKA 2,2,A,STATISTIKA 2
Alumni268,3.48,2021,Software Developer,STRUKTUR DATA,2,A,STRUKTUR DATA
Alumni268,3.48,2021,Software Developer,TEKNIK KOMPILASI,3,A,TEKNIK KOMPILASI
Alumni268,3.48,2021,Software Developer,TEKNOLOGI GAME,1,A,TEKNOLOGI GAME
Alumni268,3.48,2021,Software Developer,TEORI BAHASA DAN OTOMATA,3,B,TEORI BAHASA DAN OTOMATA
Alumni268,3.48,2021,Software Developer,ALGORITMA DAN PEMROGRAMAN 1,2,B,ALGORITMA DAN PEMROGRAMAN 1
Alumni268,3.48,2021,Software Developer,ALGORITMA DAN PEMROGRAMAN 2,2,B,ALGORITMA DAN PEMROGRAMAN 2
Alumni268,3.48,2021,Software Developer,ALGORITMA DAN PEMROGRAMAN 3,2,B,ALGORITMA DAN PEMROGRAMAN 3
Alumni268,3.48,2021,Software Developer,ALGORITMA DAN PENGOLAHAN PARALEL,3,B,ALGORITMA DAN PENGOLAHAN PARALEL
Alumni268,3.48,2021,Software Developer,ALGORITMA DEEP LEARNING,2,A,ALGORITMA DEEP LEARNING
Alumni268,3.48,2021,Software Developer,ARSITEKTUR KOMPUTER,2,A,ARSITEKTUR KOMPUTER
Alumni268,3.48,2021,Software Developer,BAHASA INDONESIA,2,B,BAHASA INDONESIA
Alumni268,3.48,2021,Software Developer,BAHASA INGGRIS 1,1,A,BAHASA INGGRIS 1
Alumni268,3.48,2021,Software Developer,BAHASA INGGRIS 2,1,A,BAHASA INGGRIS 2
Alumni268,3.48,2021,Software Developer,BAHASA INGGRIS BISNIS 1,1,A,BAHASA INGGRIS BISNIS 1
Alumni268,3.48,2021,Software Developer,BAHASA INGGRIS BISNIS 2,1,A,BAHASA INGGRIS BISNIS 2
Alumni268,3.48,2021,Software Developer,BISNIS INFORMATIKA,1,A,BISNIS INFORMATIKA
Alumni268,3.48,2021,Software Developer,DISAIN PEMODELAN GRAFIK,1,A,DISAIN PEMODELAN GRAFIK
Alumni268,3.48,2021,Software Developer,FISIKA DAN KIMIA DASAR 1,2,B,FISIKA DAN KIMIA DASAR 1
Alumni268,3.48,2021,Software Developer,FISIKA DAN KIMIA DASAR 2,2,B,FISIKA DAN KIMIA DASAR 2
Alumni268,3.48,2021,Software Developer,FORENSIK TEKNOLOGI INFORMASI,2,A,FORENSIK TEKNOLOGI INFORMASI
Alumni268,3.48,2021,Software Developer,GRAFIK KOMPUTER 1,2,B,GRAFIK KOMPUTER 1
Alumni268,3.48,2021,Software Developer,GRAFIK KOMPUTER 2,2,A,GRAFIK KOMPUTER 2
Alumni268,3.48,2021,Software Developer,ILMU BUDAYA DASAR,1,A,ILMU BUDAYA DASAR
Alumni268,3.48,2021,Software Developer,ILMU SOSIAL DASAR,1,C,ILMU SOSIAL DASAR
Alumni268,3.48,2021,Software Developer,INFORMATIKA KESEHATAN,2,A,INFORMATIKA KESEHATAN
Alumni268,3.48,2021,Software Developer,INTERAKSI MANUSIA DAN KOMPUTER,3,B,INTERAKSI MANUSIA DAN KOMPUTER
Alumni268,3.48,2021,Software Developer,JARINGAN KOMPUTER,3,A,JARINGAN KOMPUTER
Alumni268,3.48,2021,Software Developer,JARINGAN KOMPUTER LANJUT,2,A,JARINGAN KOMPUTER LANJUT
Alumni268,3.48,2021,Software Developer,KECERDASAN BUATAN,2,B,KECERDASAN BUATAN
Alumni268,3.48,2021,Software Developer,KOMPUTASI MODERN,1,A,KOMPUTASI MODERN
Alumni268,3.48,2021,Software Developer,KONSEP TEKNOLOGI INFORMASI,3,A,KONSEP TEKNOLOGI INFORMASI
Alumni268,3.48,2021,Software Developer,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,2,A,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI
Alumni268,3.48,2021,Software Developer,MATEMATIKA DASAR 1,2,B,MATEMATIKA DASAR 1
Alumni268,3.48,2021,Software Developer,MATEMATIKA DASAR 2,2,A,MATEMATIKA DASAR 2
Alumni268,3.48,2021,Software Developer,MATEMATIKA INFORMATIKA 1,2,A,MATEMATIKA INFORMATIKA 1
Alumni268,3.48,2021,Software Developer,MATEMATIKA INFORMATIKA 2,2,B,MATEMATIKA INFORMATIKA 2
Alumni268,3.48,2021,Software Developer,MATEMATIKA INFORMATIKA 3,2,C,MATEMATIKA INFORMATIKA 3
Alumni268,3.48,2021,Software Developer,MATEMATIKA INFORMATIKA 4,2,B,MATEMATIKA INFORMATIKA 4
Alumni268,3.48,2021,Software Developer,MATEMATIKA LANJUT 1,2,B,MATEMATIKA LANJUT 1
Alumni268,3.48,2021,Software Developer,MATEMATIKA LANJUT 2,2,B,MATEMATIKA LANJUT 2
Alumni268,3.48,2021,Software Developer,ORGANISASI SISTEM KOMPUTER,2,B,ORGANISASI SISTEM KOMPUTER
Alumni268,3.48,2021,Software Developer,PEMODELAN DAN SIMULASI,2,C,PEMODELAN DAN SIMULASI
Alumni268,3.48,2021,Software Developer,PEMROGRAMAN BERBASIS OBJEK,2,B,PEMROGRAMAN BERBASIS OBJEK
Alumni268,3.48,2021,Software Developer,PEMROGRAMAN JARINGAN,2,B,PEMROGRAMAN JARINGAN
Alumni268,3.48,2021,Software Developer,PEMROGRAMAN WEB,2,A,PEMROGRAMAN WEB
Alumni268,3.48,2021,Software Developer,PENDIDIKAN AGAMA ISLAM,2,B,PENDIDIKAN AGAMA ISLAM
Alumni268,3.48,2021,Software Developer,PENDIDIKAN KEWARGANEGARAAN,2,A,PENDIDIKAN KEWARGANEGARAAN
Alumni268,3.48,2021,Software Developer,PENDIDIKAN PANCASILA,2,B,PENDIDIKAN PANCASILA
Alumni268,3.48,2021,Software Developer,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,1,B,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA
Alumni268,3.48,2021,Software Developer,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,3,A,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA
Alumni268,3.48,2021,Software Developer,PENGANTAR WEB SCIENCE,1,B,PENGANTAR WEB SCIENCE
Alumni268,3.48,2021,Software Developer,PENGELOLAAN PROYEK PERANGKAT LUNAK,3,A,PENGELOLAAN PROYEK PERANGKAT LUNAK
Alumni268,3.48,2021,Software Developer,PENGOLAHAN CITRA,2,C,PENGOLAHAN CITRA
Alumni268,3.48,2021,Software Developer,PENULISAN ILMIAH / KERJA PRAKTEK,2,A,PENULISAN ILMIAH / KERJA PRAKTEK
Alumni268,3.48,2021,Software Developer,PERANCANGAN DAN ANALISA ALGORITMA,3,B,PERANCANGAN DAN ANALISA ALGORITMA
Alumni268,3.48,2021,Software Developer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1
Alumni268,3.48,2021,Software Developer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2
Alumni268,3.48,2021,Software Developer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3
Alumni268,3.48,2021,Software Developer,PRAKTIKUM FISIKA DASAR,1,B,PRAKTIKUM FISIKA DASAR
Alumni268,3.48,2021,Software Developer,PRAKTIKUM ROBOTIKA CERDAS,1,B,PRAKTIKUM ROBOTIKA CERDAS
Alumni268,3.48,2021,Software Developer,REKAYASA KOMPUTASIONAL,2,B,REKAYASA KOMPUTASIONAL
Alumni268,3.48,2021,Software Developer,REKAYASA PERANGKAT LUNAK 1,2,A,REKAYASA PERANGKAT LUNAK 1
Alumni268,3.48,2021,Software Developer,REKAYASA PERANGKAT LUNAK 2,2,A,REKAYASA PERANGKAT LUNAK 2
Alumni268,3.48,2021,Software Developer,RISET OPERASIONAL,2,A,RISET OPERASIONAL
Alumni268,3.48,2021,Software Developer,ROBOTIKA CERDAS,2,A,ROBOTIKA CERDAS
Alumni268,3.48,2021,Software Developer,SISTEM BASIS DATA 1,3,B,SISTEM BASIS DATA 1
Alumni268,3.48,2021,Software Developer,SISTEM BASIS DATA 2,3,B,SISTEM BASIS DATA 2
Alumni268,3.48,2021,Software Developer,SISTEM BERKAS,2,A,SISTEM BERKAS
Alumni268,3.48,2021,Software Developer,SISTEM INFORMASI,2,A,SISTEM INFORMASI
Alumni268,3.48,2021,Software Developer,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,2,B,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN
Alumni268,3.48,2021,Software Developer,SISTEM INFORMASI MANAJEMEN,2,A,SISTEM INFORMASI MANAJEMEN
Alumni268,3.48,2021,Software Developer,SISTEM KEAMANAN KOMPUTER,2,A,SISTEM KEAMANAN KOMPUTER
Alumni268,3.48,2021,Software Developer,SISTEM MULTIMEDIA,2,A,SISTEM MULTIMEDIA
Alumni268,3.48,2021,Software Developer,SISTEM OPERASI,3,B,SISTEM OPERASI
Alumni268,3.48,2021,Software Developer,SKRIPSI / EVALUASI KOMPREHENSIF,6,A,SKRIPSI / EVALUASI KOMPREHENSIF
Alumni268,3.48,2021,Software Developer,STATISTIKA 1,2,A,STATISTIKA 1
Alumni268,3.48,2021,Software Developer,STATISTIKA 2,2,A,STATISTIKA 2
Alumni268,3.48,2021,Software Developer,STRUKTUR DATA,2,A,STRUKTUR DATA
Alumni268,3.48,2021,Software Developer,TEKNIK KOMPILASI,3,A,TEKNIK KOMPILASI
Alumni268,3.48,2021,Software Developer,TEKNOLOGI GAME,1,A,TEKNOLOGI GAME
Alumni268,3.48,2021,Software Developer,TEORI BAHASA DAN OTOMATA,3,B,TEORI BAHASA DAN OTOMATA
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PEMROGRAMAN 1,2,B,ALGORITMA DAN PEMROGRAMAN 1
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PEMROGRAMAN 2,2,B,ALGORITMA DAN PEMROGRAMAN 2
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PEMROGRAMAN 3,2,B,ALGORITMA DAN PEMROGRAMAN 3
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PENGOLAHAN PARALEL,3,A,ALGORITMA DAN PENGOLAHAN PARALEL
Alumni271,3.65,2021,Software Engineer,ALGORITMA DEEP LEARNING,2,A,ALGORITMA DEEP LEARNING
Alumni271,3.65,2021,Software Engineer,ARSITEKTUR KOMPUTER,2,B,ARSITEKTUR KOMPUTER
Alumni271,3.65,2021,Software Engineer,BAHASA INDONESIA,2,A,BAHASA INDONESIA
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS 1,1,A,BAHASA INGGRIS 1
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS 2,1,A,BAHASA INGGRIS 2
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS BISNIS 1,1,A,BAHASA INGGRIS BISNIS 1
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS BISNIS 2,1,A,BAHASA INGGRIS BISNIS 2
Alumni271,3.65,2021,Software Engineer,BISNIS INFORMATIKA,1,A,BISNIS INFORMATIKA
Alumni271,3.65,2021,Software Engineer,DISAIN PEMODELAN GRAFIK,1,A,DISAIN PEMODELAN GRAFIK
Alumni271,3.65,2021,Software Engineer,FISIKA DAN KIMIA DASAR 1,2,A,FISIKA DAN KIMIA DASAR 1
Alumni271,3.65,2021,Software Engineer,FISIKA DAN KIMIA DASAR 2,2,A,FISIKA DAN KIMIA DASAR 2
Alumni271,3.65,2021,Software Engineer,FORENSIK TEKNOLOGI INFORMASI,2,A,FORENSIK TEKNOLOGI INFORMASI
Alumni271,3.65,2021,Software Engineer,GRAFIK KOMPUTER 1,2,B,GRAFIK KOMPUTER 1
Alumni271,3.65,2021,Software Engineer,GRAFIK KOMPUTER 2,2,A,GRAFIK KOMPUTER 2
Alumni271,3.65,2021,Software Engineer,ILMU BUDAYA DASAR,1,B,ILMU BUDAYA DASAR
Alumni271,3.65,2021,Software Engineer,ILMU SOSIAL DASAR,1,A,ILMU SOSIAL DASAR
Alumni271,3.65,2021,Software Engineer,INFORMATIKA KESEHATAN,2,A,INFORMATIKA KESEHATAN
Alumni271,3.65,2021,Software Engineer,INTERAKSI MANUSIA DAN KOMPUTER,3,B,INTERAKSI MANUSIA DAN KOMPUTER
Alumni271,3.65,2021,Software Engineer,JARINGAN KOMPUTER,3,A,JARINGAN KOMPUTER
Alumni271,3.65,2021,Software Engineer,JARINGAN KOMPUTER LANJUT,2,A,JARINGAN KOMPUTER LANJUT
Alumni271,3.65,2021,Software Engineer,KECERDASAN BUATAN,2,A,KECERDASAN BUATAN
Alumni271,3.65,2021,Software Engineer,KOMPUTASI MODERN,1,A,KOMPUTASI MODERN
Alumni271,3.65,2021,Software Engineer,KONSEP TEKNOLOGI INFORMASI,3,A,KONSEP TEKNOLOGI INFORMASI
Alumni271,3.65,2021,Software Engineer,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,2,A,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI
Alumni271,3.65,2021,Software Engineer,MATEMATIKA DASAR 1,2,A,MATEMATIKA DASAR 1
Alumni271,3.65,2021,Software Engineer,MATEMATIKA DASAR 2,2,C,MATEMATIKA DASAR 2
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 1,2,B,MATEMATIKA INFORMATIKA 1
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 2,2,B,MATEMATIKA INFORMATIKA 2
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 3,2,A,MATEMATIKA INFORMATIKA 3
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 4,2,B,MATEMATIKA INFORMATIKA 4
Alumni271,3.65,2021,Software Engineer,MATEMATIKA LANJUT 1,2,B,MATEMATIKA LANJUT 1
Alumni271,3.65,2021,Software Engineer,MATEMATIKA LANJUT 2,2,B,MATEMATIKA LANJUT 2
Alumni271,3.65,2021,Software Engineer,ORGANISASI SISTEM KOMPUTER,2,B,ORGANISASI SISTEM KOMPUTER
Alumni271,3.65,2021,Software Engineer,PEMODELAN DAN SIMULASI,2,C,PEMODELAN DAN SIMULASI
Alumni271,3.65,2021,Software Engineer,PEMROGRAMAN BERBASIS OBJEK,2,A,PEMROGRAMAN BERBASIS OBJEK
Alumni271,3.65,2021,Software Engineer,PEMROGRAMAN JARINGAN,2,A,PEMROGRAMAN JARINGAN
Alumni271,3.65,2021,Software Engineer,PEMROGRAMAN WEB,2,A,PEMROGRAMAN WEB
Alumni271,3.65,2021,Software Engineer,PENDIDIKAN AGAMA ISLAM,2,B,PENDIDIKAN AGAMA ISLAM
Alumni271,3.65,2021,Software Engineer,PENDIDIKAN KEWARGANEGARAAN,2,A,PENDIDIKAN KEWARGANEGARAAN
Alumni271,3.65,2021,Software Engineer,PENDIDIKAN PANCASILA,2,B,PENDIDIKAN PANCASILA
Alumni271,3.65,2021,Software Engineer,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,1,B,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA
Alumni271,3.65,2021,Software Engineer,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,3,A,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA
Alumni271,3.65,2021,Software Engineer,PENGANTAR WEB SCIENCE,1,A,PENGANTAR WEB SCIENCE
Alumni271,3.65,2021,Software Engineer,PENGELOLAAN PROYEK PERANGKAT LUNAK,3,A,PENGELOLAAN PROYEK PERANGKAT LUNAK
Alumni271,3.65,2021,Software Engineer,PENGOLAHAN CITRA,2,B,PENGOLAHAN CITRA
Alumni271,3.65,2021,Software Engineer,PENULISAN ILMIAH / KERJA PRAKTEK,2,A,PENULISAN ILMIAH / KERJA PRAKTEK
Alumni271,3.65,2021,Software Engineer,PERANCANGAN DAN ANALISA ALGORITMA,3,A,PERANCANGAN DAN ANALISA ALGORITMA
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM FISIKA DASAR,1,B,PRAKTIKUM FISIKA DASAR
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ROBOTIKA CERDAS,1,A,PRAKTIKUM ROBOTIKA CERDAS
Alumni271,3.65,2021,Software Engineer,REKAYASA KOMPUTASIONAL,2,A,REKAYASA KOMPUTASIONAL
Alumni271,3.65,2021,Software Engineer,REKAYASA PERANGKAT LUNAK 1,2,A,REKAYASA PERANGKAT LUNAK 1
Alumni271,3.65,2021,Software Engineer,REKAYASA PERANGKAT LUNAK 2,2,A,REKAYASA PERANGKAT LUNAK 2
Alumni271,3.65,2021,Software Engineer,RISET OPERASIONAL,2,A,RISET OPERASIONAL
Alumni271,3.65,2021,Software Engineer,ROBOTIKA CERDAS,2,A,ROBOTIKA CERDAS
Alumni271,3.65,2021,Software Engineer,SISTEM BASIS DATA 1,3,A,SISTEM BASIS DATA 1
Alumni271,3.65,2021,Software Engineer,SISTEM BASIS DATA 2,3,A,SISTEM BASIS DATA 2
Alumni271,3.65,2021,Software Engineer,SISTEM BERKAS,2,A,SISTEM BERKAS
Alumni271,3.65,2021,Software Engineer,SISTEM INFORMASI,2,A,SISTEM INFORMASI
Alumni271,3.65,2021,Software Engineer,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,2,A,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN
Alumni271,3.65,2021,Software Engineer,SISTEM INFORMASI MANAJEMEN,2,B,SISTEM INFORMASI MANAJEMEN
Alumni271,3.65,2021,Software Engineer,SISTEM KEAMANAN KOMPUTER,2,A,SISTEM KEAMANAN KOMPUTER
Alumni271,3.65,2021,Software Engineer,SISTEM MULTIMEDIA,2,A,SISTEM MULTIMEDIA
Alumni271,3.65,2021,Software Engineer,SISTEM OPERASI,3,B,SISTEM OPERASI
Alumni271,3.65,2021,Software Engineer,SKRIPSI / EVALUASI KOMPREHENSIF,6,A,SKRIPSI / EVALUASI KOMPREHENSIF
Alumni271,3.65,2021,Software Engineer,STATISTIKA 1,2,A,STATISTIKA 1
Alumni271,3.65,2021,Software Engineer,STATISTIKA 2,2,A,STATISTIKA 2
Alumni271,3.65,2021,Software Engineer,STRUKTUR DATA,2,B,STRUKTUR DATA
Alumni271,3.65,2021,Software Engineer,TEKNIK KOMPILASI,3,A,TEKNIK KOMPILASI
Alumni271,3.65,2021,Software Engineer,TEKNOLOGI GAME,1,A,TEKNOLOGI GAME
Alumni271,3.65,2021,Software Engineer,TEORI BAHASA DAN OTOMATA,3,B,TEORI BAHASA DAN OTOMATA
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PEMROGRAMAN 1,2,B,ALGORITMA DAN PEMROGRAMAN 1
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PEMROGRAMAN 2,2,B,ALGORITMA DAN PEMROGRAMAN 2
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PEMROGRAMAN 3,2,B,ALGORITMA DAN PEMROGRAMAN 3
Alumni271,3.65,2021,Software Engineer,ALGORITMA DAN PENGOLAHAN PARALEL,3,A,ALGORITMA DAN PENGOLAHAN PARALEL
Alumni271,3.65,2021,Software Engineer,ALGORITMA DEEP LEARNING,2,A,ALGORITMA DEEP LEARNING
Alumni271,3.65,2021,Software Engineer,ARSITEKTUR KOMPUTER,2,B,ARSITEKTUR KOMPUTER
Alumni271,3.65,2021,Software Engineer,BAHASA INDONESIA,2,A,BAHASA INDONESIA
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS 1,1,A,BAHASA INGGRIS 1
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS 2,1,A,BAHASA INGGRIS 2
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS BISNIS 1,1,A,BAHASA INGGRIS BISNIS 1
Alumni271,3.65,2021,Software Engineer,BAHASA INGGRIS BISNIS 2,1,A,BAHASA INGGRIS BISNIS 2
Alumni271,3.65,2021,Software Engineer,BISNIS INFORMATIKA,1,A,BISNIS INFORMATIKA
Alumni271,3.65,2021,Software Engineer,DISAIN PEMODELAN GRAFIK,1,A,DISAIN PEMODELAN GRAFIK
Alumni271,3.65,2021,Software Engineer,FISIKA DAN KIMIA DASAR 1,2,A,FISIKA DAN KIMIA DASAR 1
Alumni271,3.65,2021,Software Engineer,FISIKA DAN KIMIA DASAR 2,2,A,FISIKA DAN KIMIA DASAR 2
Alumni271,3.65,2021,Software Engineer,FORENSIK TEKNOLOGI INFORMASI,2,A,FORENSIK TEKNOLOGI INFORMASI
Alumni271,3.65,2021,Software Engineer,GRAFIK KOMPUTER 1,2,B,GRAFIK KOMPUTER 1
Alumni271,3.65,2021,Software Engineer,GRAFIK KOMPUTER 2,2,A,GRAFIK KOMPUTER 2
Alumni271,3.65,2021,Software Engineer,ILMU BUDAYA DASAR,1,B,ILMU BUDAYA DASAR
Alumni271,3.65,2021,Software Engineer,ILMU SOSIAL DASAR,1,A,ILMU SOSIAL DASAR
Alumni271,3.65,2021,Software Engineer,INFORMATIKA KESEHATAN,2,A,INFORMATIKA KESEHATAN
Alumni271,3.65,2021,Software Engineer,INTERAKSI MANUSIA DAN KOMPUTER,3,B,INTERAKSI MANUSIA DAN KOMPUTER
Alumni271,3.65,2021,Software Engineer,JARINGAN KOMPUTER,3,A,JARINGAN KOMPUTER
Alumni271,3.65,2021,Software Engineer,JARINGAN KOMPUTER LANJUT,2,A,JARINGAN KOMPUTER LANJUT
Alumni271,3.65,2021,Software Engineer,KECERDASAN BUATAN,2,A,KECERDASAN BUATAN
Alumni271,3.65,2021,Software Engineer,KOMPUTASI MODERN,1,A,KOMPUTASI MODERN
Alumni271,3.65,2021,Software Engineer,KONSEP TEKNOLOGI INFORMASI,3,A,KONSEP TEKNOLOGI INFORMASI
Alumni271,3.65,2021,Software Engineer,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,2,A,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI
Alumni271,3.65,2021,Software Engineer,MATEMATIKA DASAR 1,2,A,MATEMATIKA DASAR 1
Alumni271,3.65,2021,Software Engineer,MATEMATIKA DASAR 2,2,C,MATEMATIKA DASAR 2
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 1,2,B,MATEMATIKA INFORMATIKA 1
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 2,2,B,MATEMATIKA INFORMATIKA 2
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 3,2,A,MATEMATIKA INFORMATIKA 3
Alumni271,3.65,2021,Software Engineer,MATEMATIKA INFORMATIKA 4,2,B,MATEMATIKA INFORMATIKA 4
Alumni271,3.65,2021,Software Engineer,MATEMATIKA LANJUT 1,2,B,MATEMATIKA LANJUT 1
Alumni271,3.65,2021,Software Engineer,MATEMATIKA LANJUT 2,2,B,MATEMATIKA LANJUT 2
Alumni271,3.65,2021,Software Engineer,ORGANISASI SISTEM KOMPUTER,2,B,ORGANISASI SISTEM KOMPUTER
Alumni271,3.65,2021,Software Engineer,PEMODELAN DAN SIMULASI,2,C,PEMODELAN DAN SIMULASI
Alumni271,3.65,2021,Software Engineer,PEMROGRAMAN BERBASIS OBJEK,2,A,PEMROGRAMAN BERBASIS OBJEK
Alumni271,3.65,2021,Software Engineer,PEMROGRAMAN JARINGAN,2,A,PEMROGRAMAN JARINGAN
Alumni271,3.65,2021,Software Engineer,PEMROGRAMAN WEB,2,A,PEMROGRAMAN WEB
Alumni271,3.65,2021,Software Engineer,PENDIDIKAN AGAMA ISLAM,2,B,PENDIDIKAN AGAMA ISLAM
Alumni271,3.65,2021,Software Engineer,PENDIDIKAN KEWARGANEGARAAN,2,A,PENDIDIKAN KEWARGANEGARAAN
Alumni271,3.65,2021,Software Engineer,PENDIDIKAN PANCASILA,2,B,PENDIDIKAN PANCASILA
Alumni271,3.65,2021,Software Engineer,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,1,B,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA
Alumni271,3.65,2021,Software Engineer,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,3,A,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA
Alumni271,3.65,2021,Software Engineer,PENGANTAR WEB SCIENCE,1,A,PENGANTAR WEB SCIENCE
Alumni271,3.65,2021,Software Engineer,PENGELOLAAN PROYEK PERANGKAT LUNAK,3,A,PENGELOLAAN PROYEK PERANGKAT LUNAK
Alumni271,3.65,2021,Software Engineer,PENGOLAHAN CITRA,2,B,PENGOLAHAN CITRA
Alumni271,3.65,2021,Software Engineer,PENULISAN ILMIAH / KERJA PRAKTEK,2,A,PENULISAN ILMIAH / KERJA PRAKTEK
Alumni271,3.65,2021,Software Engineer,PERANCANGAN DAN ANALISA ALGORITMA,3,A,PERANCANGAN DAN ANALISA ALGORITMA
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,1,A,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM FISIKA DASAR,1,B,PRAKTIKUM FISIKA DASAR
Alumni271,3.65,2021,Software Engineer,PRAKTIKUM ROBOTIKA CERDAS,1,A,PRAKTIKUM ROBOTIKA CERDAS
Alumni271,3.65,2021,Software Engineer,REKAYASA KOMPUTASIONAL,2,A,REKAYASA KOMPUTASIONAL
Alumni271,3.65,2021,Software Engineer,REKAYASA PERANGKAT LUNAK 1,2,A,REKAYASA PERANGKAT LUNAK 1
Alumni271,3.65,2021,Software Engineer,REKAYASA PERANGKAT LUNAK 2,2,A,REKAYASA PERANGKAT LUNAK 2
Alumni271,3.65,2021,Software Engineer,RISET OPERASIONAL,2,A,RISET OPERASIONAL
Alumni271,3.65,2021,Software Engineer,ROBOTIKA CERDAS,2,A,ROBOTIKA CERDAS
Alumni271,3.65,2021,Software Engineer,SISTEM BASIS DATA 1,3,A,SISTEM BASIS DATA 1
