ID,NAMA MK,JENIS,SKS,NILAI
Alumni161,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni161,PRAKTIKUM FISIKA DASAR,W,1,A
Alumni161,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni161,REKAYASA KOMPUTASIONAL,W,2,A
Alumni161,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni161,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni161,RISET OPERASIONAL,P,2,B
Alumni161,ROBOTIKA CERDAS,W,2,A
Alumni161,SISTEM BASIS DATA 1,W,3,A
Alumni161,SISTEM BASIS DATA 2,U,3,A
Alumni161,SISTEM BERKAS,U,2,B
Alumni161,SISTEM INFORMASI,U,2,B
Alumni161,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni161,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni161,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni161,SISTEM MULTIMEDIA,W,2,A
Alumni161,SISTEM OPERASI,U,3,B
Alumni161,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni161,STATISTIKA 1,W,2,A
Alumni161,STATISTIKA 2,W,2,A
Alumni161,STRUKTUR DATA  ,W,2,B
Alumni161,TEKNIK KOMPILASI,W,3,A
Alumni161,TEKNOLOGI GAME,W,1,A
Alumni161,TEORI BAHASA DAN OTOMATA,U,3,A
Alumni162,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni162,ALGORITMA DAN PEMROGRAMAN 2,U,2,A
Alumni162,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni162,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni162,ALGORITMA DEEP LEARNING,W,2,A
Alumni162,ARSITEKTUR KOMPUTER,U,2,A
Alumni162,BAHASA INDONESIA,W,2,A
Alumni162,BAHASA INGGRIS 1,W,1,A
Alumni162,BAHASA INGGRIS 2,W,1,A
Alumni162,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni162,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni162,BISNIS INFORMATIKA,W,1,A
Alumni162,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni162,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni162,FISIKA DAN KIMIA DASAR 2,W,2,C
Alumni162,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni162,GRAFIK KOMPUTER 1,W,2,B
Alumni162,GRAFIK KOMPUTER 2,W,2,A
Alumni162,ILMU BUDAYA DASAR,W,1,A
Alumni162,ILMU SOSIAL DASAR,W,1,A
Alumni162,INFORMATIKA KESEHATAN,P,2,A
Alumni162,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni162,JARINGAN KOMPUTER,U,3,A
Alumni162,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni162,KECERDASAN BUATAN,W,2,A
Alumni162,KOMPUTASI MODERN,W,1,A
Alumni162,KONSEP DATA MINING,P,2,A
Alumni162,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni162,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni162,MATEMATIKA DASAR 1,W,2,B
Alumni162,MATEMATIKA DASAR 2,U,2,B
Alumni162,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni162,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni162,MATEMATIKA INFORMATIKA 3,W,2,A
Alumni162,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni162,MATEMATIKA LANJUT 1,W,2,A
Alumni162,MATEMATIKA LANJUT 2,W,2,B
Alumni162,ORGANISASI SISTEM KOMPUTER,U,2,A
Alumni162,PEMODELAN DAN SIMULASI,W,2,C
Alumni162,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni162,PEMROGRAMAN JARINGAN,W,2,A
Alumni162,PEMROGRAMAN MULTIMEDIA,P,2,A
Alumni162,PEMROGRAMAN WEB,W,2,A
Alumni162,PENDIDIKAN AGAMA,W,2,A
Alumni162,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni162,PENDIDIKAN PANCASILA,U,2,A
Alumni162,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,A
Alumni162,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni162,PENGANTAR WEB SCIENCE,W,1,B
Alumni162,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni162,PENGOLAHAN CITRA,W,2,B
Alumni162,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,B
Alumni162,PERANCANGAN DAN ANALISA ALGORITMA,U,3,A
Alumni162,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni162,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni162,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,A
Alumni162,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni162,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni162,REKAYASA KOMPUTASIONAL,W,2,A
Alumni162,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni162,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni162,RISET OPERASIONAL,P,2,A
Alumni162,ROBOTIKA CERDAS,W,2,A
Alumni162,SISTEM BASIS DATA 1,W,3,A
Alumni162,SISTEM BASIS DATA 2,U,3,A
Alumni162,SISTEM BERKAS,U,2,B
Alumni162,SISTEM INFORMASI,U,2,B
Alumni162,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,A
Alumni162,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni162,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni162,SISTEM MULTIMEDIA,W,2,B
Alumni162,SISTEM OPERASI,U,3,B
Alumni162,SISTEM TERDISTRIBUSI,P,2,A
Alumni162,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni162,STATISTIKA 1,W,2,A
Alumni162,STATISTIKA 2,W,2,B
Alumni162,STRUKTUR DATA  ,W,2,A
Alumni162,TEKNIK KOMPILASI,W,3,A
Alumni162,TEKNOLOGI GAME,W,1,B
Alumni162,TEORI BAHASA DAN OTOMATA,U,3,A
Alumni163,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni163,ALGORITMA DAN PEMROGRAMAN 2,U,2,A
Alumni163,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni163,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni163,ALGORITMA DEEP LEARNING,W,2,A
Alumni163,ARSITEKTUR KOMPUTER,U,2,A
Alumni163,BAHASA INDONESIA,W,2,B
Alumni163,BAHASA INGGRIS 1,W,1,A
Alumni163,BAHASA INGGRIS 2,W,1,A
Alumni163,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni163,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni163,BISNIS INFORMATIKA,W,1,A
Alumni163,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni163,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni163,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni163,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni163,GRAFIK KOMPUTER 1,W,2,B
Alumni163,GRAFIK KOMPUTER 2,W,2,A
Alumni163,ILMU BUDAYA DASAR,W,1,A
Alumni163,ILMU SOSIAL DASAR,W,1,A
Alumni163,INFORMATIKA KESEHATAN,P,2,A
Alumni163,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni163,JARINGAN KOMPUTER,U,3,A
Alumni163,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni163,KECERDASAN BUATAN,W,2,A
Alumni163,KOMPUTASI MODERN,W,1,A
Alumni163,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni163,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni163,MATEMATIKA DASAR 1,W,2,B
Alumni163,MATEMATIKA DASAR 2,U,2,C
Alumni163,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni163,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni163,MATEMATIKA INFORMATIKA 3,W,2,A
Alumni163,MATEMATIKA INFORMATIKA 4,U,2,A
Alumni163,MATEMATIKA LANJUT 1,W,2,B
Alumni163,MATEMATIKA LANJUT 2,W,2,A
Alumni163,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni163,PEMODELAN DAN SIMULASI,W,2,B
Alumni163,PEMROGRAMAN BERBASIS OBJEK,W,2,A
Alumni163,PEMROGRAMAN JARINGAN,W,2,A
Alumni163,PEMROGRAMAN WEB,W,2,A
Alumni163,PENDIDIKAN AGAMA,W,2,B
Alumni163,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni163,PENDIDIKAN PANCASILA,U,2,B
Alumni163,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni163,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni163,PENGANTAR WEB SCIENCE,W,1,A
Alumni163,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni163,PENGOLAHAN CITRA,W,2,B
Alumni163,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni163,PERANCANGAN DAN ANALISA ALGORITMA,U,3,A
Alumni163,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,A
Alumni163,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni163,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,A
Alumni163,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni163,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni163,REKAYASA KOMPUTASIONAL,W,2,A
Alumni163,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni163,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni163,RISET OPERASIONAL,P,2,A
Alumni163,ROBOTIKA CERDAS,W,2,A
Alumni163,SISTEM BASIS DATA 1,W,3,B
Alumni163,SISTEM BASIS DATA 2,U,3,A
Alumni163,SISTEM BERKAS,U,2,A
Alumni163,SISTEM INFORMASI,U,2,A
Alumni163,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni163,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni163,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni163,SISTEM MULTIMEDIA,W,2,A
Alumni163,SISTEM OPERASI,U,3,B
Alumni163,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni163,STATISTIKA 1,W,2,A
Alumni163,STATISTIKA 2,W,2,A
Alumni163,STRUKTUR DATA  ,W,2,B
Alumni163,TEKNIK KOMPILASI,W,3,A
Alumni163,TEKNOLOGI GAME,W,1,A
Alumni163,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni164,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni164,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni164,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni164,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni164,ALGORITMA DEEP LEARNING,W,2,A
Alumni164,ARSITEKTUR KOMPUTER,U,2,B
Alumni164,BAHASA INDONESIA,W,2,B
Alumni164,BAHASA INGGRIS 1,W,1,A
Alumni164,BAHASA INGGRIS 2,W,1,C
Alumni164,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni164,BAHASA INGGRIS BISNIS 2,W,1,B
Alumni164,BISNIS INFORMATIKA,W,1,B
Alumni164,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni164,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni164,FISIKA DAN KIMIA DASAR 2,W,2,A
Alumni164,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni164,GRAFIK KOMPUTER 1,W,2,D
Alumni164,GRAFIK KOMPUTER 2,W,2,B
Alumni164,ILMU BUDAYA DASAR,W,1,A
Alumni164,ILMU SOSIAL DASAR,W,1,A
Alumni164,INFORMATIKA KESEHATAN,P,2,A
Alumni164,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni164,JARINGAN KOMPUTER,U,3,B
Alumni164,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni164,KECERDASAN BUATAN,W,2,A
Alumni164,KOMPUTASI MODERN,W,1,A
Alumni164,KONSEP DATA MINING,P,2,B
Alumni164,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni164,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni164,MATEMATIKA DASAR 1,W,2,B
Alumni164,MATEMATIKA DASAR 2,U,2,B
Alumni164,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni164,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni164,MATEMATIKA INFORMATIKA 3,W,2,A
Alumni164,MATEMATIKA INFORMATIKA 4,U,2,C
Alumni164,MATEMATIKA LANJUT 1,W,2,A
Alumni164,MATEMATIKA LANJUT 2,W,2,B
Alumni164,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni164,PEMODELAN DAN SIMULASI,W,2,B
Alumni164,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni164,PEMROGRAMAN JARINGAN,W,2,C
Alumni164,PEMROGRAMAN MULTIMEDIA,P,2,A
Alumni164,PEMROGRAMAN WEB,W,2,A
Alumni164,PENDIDIKAN AGAMA,W,2,A
Alumni164,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni164,PENDIDIKAN PANCASILA,U,2,A
Alumni164,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,A
Alumni164,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni164,PENGANTAR WEB SCIENCE,W,1,A
Alumni164,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni164,PENGOLAHAN CITRA,W,2,B
Alumni164,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni164,PERANCANGAN DAN ANALISA ALGORITMA,U,3,B
Alumni164,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni164,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni164,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni164,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni164,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni164,REKAYASA KOMPUTASIONAL,W,2,B
Alumni164,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni164,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni164,RISET OPERASIONAL,P,2,B
Alumni164,ROBOTIKA CERDAS,W,2,A
Alumni164,SISTEM BASIS DATA 1,W,3,B
Alumni164,SISTEM BASIS DATA 2,U,3,B
Alumni164,SISTEM BERKAS,U,2,B
Alumni164,SISTEM INFORMASI,U,2,B
Alumni164,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni164,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni164,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni164,SISTEM MULTIMEDIA,W,2,B
Alumni164,SISTEM OPERASI,U,3,B
Alumni164,SISTEM TERDISTRIBUSI,P,2,A
Alumni164,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni164,STATISTIKA 1,W,2,B
Alumni164,STATISTIKA 2,W,2,B
Alumni164,STRUKTUR DATA  ,W,2,B
Alumni164,TEKNIK KOMPILASI,W,3,B
Alumni164,TEKNOLOGI GAME,W,1,A
Alumni164,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni165,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni165,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni165,ALGORITMA DAN PEMROGRAMAN 3,U,2,B
Alumni165,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni165,ALGORITMA DEEP LEARNING,W,2,A
Alumni165,ARSITEKTUR KOMPUTER,U,2,B
Alumni165,BAHASA INDONESIA,W,2,A
Alumni165,BAHASA INGGRIS 1,W,1,A
Alumni165,BAHASA INGGRIS 2,W,1,B
Alumni165,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni165,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni165,BISNIS INFORMATIKA,W,1,A
Alumni165,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni165,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni165,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni165,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni165,GRAFIK KOMPUTER 1,W,2,A
Alumni165,GRAFIK KOMPUTER 2,W,2,A
Alumni165,ILMU BUDAYA DASAR,W,1,A
Alumni165,ILMU SOSIAL DASAR,W,1,A
Alumni165,INFORMATIKA KESEHATAN,P,2,A
Alumni165,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni165,JARINGAN KOMPUTER,U,3,A
Alumni165,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni165,KECERDASAN BUATAN,W,2,B
Alumni165,KOMPUTASI MODERN,W,1,A
Alumni165,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni165,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni165,MATEMATIKA DASAR 1,W,2,B
Alumni165,MATEMATIKA DASAR 2,U,2,B
Alumni165,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni165,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni165,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni165,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni165,MATEMATIKA LANJUT 1,W,2,B
Alumni165,MATEMATIKA LANJUT 2,W,2,B
Alumni165,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni165,PEMODELAN DAN SIMULASI,W,2,B
Alumni165,PEMROGRAMAN BERBASIS OBJEK,W,2,A
Alumni165,PEMROGRAMAN JARINGAN,W,2,C
Alumni165,PEMROGRAMAN WEB,W,2,A
Alumni165,PENDIDIKAN AGAMA,W,2,B
Alumni165,PENDIDIKAN KEWARGANEGARAAN,W,2,B
Alumni165,PENDIDIKAN PANCASILA,U,2,B
Alumni165,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,A
Alumni165,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni165,PENGANTAR WEB SCIENCE,W,1,A
Alumni165,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni165,PENGOLAHAN CITRA,W,2,B
Alumni165,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,B
Alumni165,PERANCANGAN DAN ANALISA ALGORITMA,U,3,B
Alumni165,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni165,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni165,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni165,PRAKTIKUM FISIKA DASAR,W,1,A
Alumni165,PRAKTIKUM ROBOTIKA CERDAS,W,1,B
Alumni165,REKAYASA KOMPUTASIONAL,W,2,A
Alumni165,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni165,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni165,RISET OPERASIONAL,P,2,B
Alumni165,ROBOTIKA CERDAS,W,2,B
Alumni165,SISTEM BASIS DATA 1,W,3,B
Alumni165,SISTEM BASIS DATA 2,U,3,B
Alumni165,SISTEM BERKAS,U,2,A
Alumni165,SISTEM INFORMASI,U,2,B
Alumni165,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni165,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni165,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni165,SISTEM MULTIMEDIA,W,2,B
Alumni165,SISTEM OPERASI,U,3,B
Alumni165,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni165,STATISTIKA 1,W,2,A
Alumni165,STATISTIKA 2,W,2,A
Alumni165,STRUKTUR DATA  ,W,2,B
Alumni165,TEKNIK KOMPILASI,W,3,A
Alumni165,TEKNOLOGI GAME,W,1,A
Alumni165,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni166,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni166,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni166,ALGORITMA DAN PEMROGRAMAN 3,U,2,B
Alumni166,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni166,ALGORITMA DEEP LEARNING,W,2,A
Alumni166,ARSITEKTUR KOMPUTER,U,2,A
Alumni166,BAHASA INDONESIA,W,2,A
Alumni166,BAHASA INGGRIS 1,W,1,A
Alumni166,BAHASA INGGRIS 2,W,1,A
Alumni166,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni166,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni166,BISNIS INFORMATIKA,W,1,A
Alumni166,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni166,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni166,FISIKA DAN KIMIA DASAR 2,W,2,A
Alumni166,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni166,GRAFIK KOMPUTER 1,W,2,B
Alumni166,GRAFIK KOMPUTER 2,W,2,A
Alumni166,ILMU BUDAYA DASAR,W,1,A
Alumni166,ILMU SOSIAL DASAR,W,1,A
Alumni166,INFORMATIKA KESEHATAN,P,2,A
Alumni166,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni166,JARINGAN KOMPUTER,U,3,A
Alumni166,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni166,KECERDASAN BUATAN,W,2,A
Alumni166,KOMPUTASI MODERN,W,1,A
Alumni166,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni166,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni166,MATEMATIKA DASAR 1,W,2,A
Alumni166,MATEMATIKA DASAR 2,U,2,C
Alumni166,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni166,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni166,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni166,MATEMATIKA INFORMATIKA 4,U,2,A
Alumni166,MATEMATIKA LANJUT 1,W,2,B
Alumni166,MATEMATIKA LANJUT 2,W,2,A
Alumni166,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni166,PEMODELAN DAN SIMULASI,W,2,C
Alumni166,PEMROGRAMAN BERBASIS OBJEK,W,2,A
Alumni166,PEMROGRAMAN JARINGAN,W,2,B
Alumni166,PEMROGRAMAN WEB,W,2,A
Alumni166,PENDIDIKAN AGAMA,W,2,B
Alumni166,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni166,PENDIDIKAN PANCASILA,U,2,B
Alumni166,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni166,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni166,PENGANTAR WEB SCIENCE,W,1,A
Alumni166,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni166,PENGOLAHAN CITRA,W,2,C
Alumni166,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni166,PERANCANGAN DAN ANALISA ALGORITMA,U,3,A
Alumni166,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,A
Alumni166,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni166,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,A
Alumni166,PRAKTIKUM FISIKA DASAR,W,1,C
Alumni166,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni166,REKAYASA KOMPUTASIONAL,W,2,A
Alumni166,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni166,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni166,RISET OPERASIONAL,P,2,A
Alumni166,ROBOTIKA CERDAS,W,2,A
Alumni166,SISTEM BASIS DATA 1,W,3,B
Alumni166,SISTEM BASIS DATA 2,U,3,A
Alumni166,SISTEM BERKAS,U,2,A
Alumni166,SISTEM INFORMASI,U,2,A
Alumni166,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,A
Alumni166,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni166,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni166,SISTEM MULTIMEDIA,W,2,A
Alumni166,SISTEM OPERASI,U,3,B
Alumni166,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni166,STATISTIKA 1,W,2,B
Alumni166,STATISTIKA 2,W,2,B
Alumni166,STRUKTUR DATA  ,W,2,B
Alumni166,TEKNIK KOMPILASI,W,3,A
Alumni166,TEKNOLOGI GAME,W,1,A
Alumni166,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni167,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni167,ALGORITMA DAN PEMROGRAMAN 2,U,2,A
Alumni167,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni167,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni167,ALGORITMA DEEP LEARNING,W,2,A
Alumni167,ARSITEKTUR KOMPUTER,U,2,A
Alumni167,BAHASA INDONESIA,W,2,A
Alumni167,BAHASA INGGRIS 1,W,1,B
Alumni167,BAHASA INGGRIS 2,W,1,B
Alumni167,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni167,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni167,BISNIS INFORMATIKA,W,1,A
Alumni167,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni167,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni167,FISIKA DAN KIMIA DASAR 2,W,2,A
Alumni167,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni167,GRAFIK KOMPUTER 1,W,2,B
Alumni167,GRAFIK KOMPUTER 2,W,2,C
Alumni167,ILMU BUDAYA DASAR,W,1,A
Alumni167,ILMU SOSIAL DASAR,W,1,A
Alumni167,INFORMATIKA KESEHATAN,P,2,A
Alumni167,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni167,JARINGAN KOMPUTER,U,3,B
Alumni167,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni167,KECERDASAN BUATAN,W,2,B
Alumni167,KOMPUTASI MODERN,W,1,D
Alumni167,KONSEP DATA MINING,P,2,A
Alumni167,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni167,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni167,MATEMATIKA DASAR 1,W,2,A
Alumni167,MATEMATIKA DASAR 2,U,2,B
Alumni167,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni167,MATEMATIKA INFORMATIKA 2   ,W,2,A
Alumni167,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni167,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni167,MATEMATIKA LANJUT 1,W,2,B
Alumni167,MATEMATIKA LANJUT 2,W,2,B
Alumni167,ORGANISASI SISTEM KOMPUTER,U,2,B
