ID,NAMA MK,JENIS,SKS,NILAI
Alumni267,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni267,ALGORITMA DAN PEMROGRAMAN 2,U,2,A
Alumni267,ALGORITMA DAN PEMROGRAMAN 3,U,2,B
Alumni267,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni267,ALGORITMA DEEP LEARNING,W,2,A
Alumni267,ARSITEKTUR KOMPUTER,U,2,B
Alumni267,BAHASA INDONESIA,W,2,C
Alumni267,BAHASA INGGRIS 1,W,1,B
Alumni267,BAHASA INGGRIS 2,W,1,A
Alumni267,BAHASA INGGRIS BISNIS 1,W,1,B
Alumni267,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni267,BISNIS INFORMATIKA,W,1,A
Alumni267,DISAIN PEMODELAN GRAFIK,W,1,B
Alumni267,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni267,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni267,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni267,GRAFIK KOMPUTER 1,W,2,B
Alumni267,GRAFIK KOMPUTER 2,W,2,B
Alumni267,ILMU BUDAYA DASAR,W,1,A
Alumni267,ILMU SOSIAL DASAR,W,1,A
Alumni267,INFORMATIKA KESEHATAN,P,2,B
Alumni267,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni267,JARINGAN KOMPUTER,U,3,A
Alumni267,JARINGAN KOMPUTER LANJUT,P,2,B
Alumni267,KECERDASAN BUATAN,W,2,B
Alumni267,KOMPUTASI MODERN,W,1,A
Alumni267,KONSEP DATA MINING,P,2,A
Alumni267,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni267,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni267,MATEMATIKA DASAR 1,W,2,B
Alumni267,MATEMATIKA DASAR 2,U,2,A
Alumni267,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni267,MATEMATIKA INFORMATIKA 2,W,2,B
Alumni267,MATEMATIKA INFORMATIKA 3,W,2,A
Alumni267,MATEMATIKA INFORMATIKA 4,U,2,A
Alumni267,MATEMATIKA LANJUT 1,W,2,A
Alumni267,MATEMATIKA LANJUT 2,W,2,B
Alumni267,ORGANISASI SISTEM KOMPUTER,U,2,C
Alumni267,PEMODELAN DAN SIMULASI,W,2,B
Alumni267,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni267,PEMROGRAMAN JARINGAN,W,2,B
Alumni267,PEMROGRAMAN MULTIMEDIA,P,2,A
Alumni267,PEMROGRAMAN WEB,W,2,B
Alumni267,PENDIDIKAN AGAMA,W,2,C
Alumni267,PENDIDIKAN KEWARGANEGARAAN,W,2,B
Alumni267,PENDIDIKAN PANCASILA,U,2,B
Alumni267,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni267,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni267,PENGANTAR WEB SCIENCE,W,1,A
Alumni267,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni267,PENGOLAHAN CITRA,W,2,B
Alumni267,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni267,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni267,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni267,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni267,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni267,PRAKTIKUM FISIKA DASAR,W,1,A
Alumni267,REKAYASA KOMPUTASIONAL,W,2,B
Alumni267,REKAYASA PERANGKAT LUNAK 1,W,2,B
Alumni267,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni267,RISET OPERASIONAL,P,2,A
Alumni267,SISTEM BASIS DATA 1,W,3,A
Alumni267,SISTEM BASIS DATA 2,U,3,B
Alumni267,SISTEM BERKAS,U,2,B
Alumni267,SISTEM INFORMASI,U,2,A
Alumni267,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni267,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni267,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni267,SISTEM MULTIMEDIA,W,2,B
Alumni267,SISTEM OPERASI,U,3,A
Alumni267,SISTEM TERDISTRIBUSI,P,2,B
Alumni267,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni267,STATISTIKA 1,W,2,A
Alumni267,STATISTIKA 2,W,2,A
Alumni267,STRUKTUR DATA,W,2,B
Alumni267,TEKNIK KOMPILASI,W,3,B
Alumni267,TEKNOLOGI GAME,W,1,A
Alumni267,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni268,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni268,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni268,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni268,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni268,ALGORITMA DEEP LEARNING,W,2,A
Alumni268,ARSITEKTUR KOMPUTER,U,2,B
Alumni268,BAHASA INDONESIA,W,2,B
Alumni268,BAHASA INGGRIS 1,W,1,C
Alumni268,BAHASA INGGRIS 2,W,1,B
Alumni268,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni268,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni268,BISNIS INFORMATIKA,W,1,A
Alumni268,DISAIN PEMODELAN GRAFIK,W,1,C
Alumni268,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni268,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni268,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni268,GRAFIK KOMPUTER 1,W,2,B
Alumni268,GRAFIK KOMPUTER 2,W,2,B
Alumni268,ILMU BUDAYA DASAR,W,1,A
Alumni268,ILMU SOSIAL DASAR,W,1,A
Alumni268,INFORMATIKA KESEHATAN,P,2,A
Alumni268,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni268,JARINGAN KOMPUTER,U,3,A
Alumni268,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni268,KECERDASAN BUATAN,W,2,B
Alumni268,KOMPUTASI MODERN,W,1,A
Alumni268,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni268,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni268,MATEMATIKA DASAR 1,W,2,B
Alumni268,MATEMATIKA DASAR 2,U,2,B
Alumni268,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni268,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni268,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni268,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni268,MATEMATIKA LANJUT 1,W,2,A
Alumni268,MATEMATIKA LANJUT 2,W,2,C
Alumni268,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni268,PEMODELAN DAN SIMULASI,W,2,B
Alumni268,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni268,PEMROGRAMAN JARINGAN,W,2,B
Alumni268,PEMROGRAMAN WEB,W,2,C
Alumni268,PENDIDIKAN AGAMA,W,2,B
Alumni268,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni268,PENDIDIKAN PANCASILA,U,2,A
Alumni268,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,A
Alumni268,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni268,PENGANTAR WEB SCIENCE,W,1,A
Alumni268,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni268,PENGOLAHAN CITRA,W,2,D
Alumni268,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni268,PERANCANGAN DAN ANALISA ALGORITMA,U,3,B
Alumni268,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni268,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,B
Alumni268,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,B
Alumni268,PRAKTIKUM FISIKA DASAR,W,1,A
Alumni268,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni268,REKAYASA KOMPUTASIONAL,W,2,B
Alumni268,REKAYASA PERANGKAT LUNAK 1,W,2,B
Alumni268,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni268,RISET OPERASIONAL,P,2,A
Alumni268,ROBOTIKA CERDAS,W,2,B
Alumni268,SISTEM BASIS DATA 1,W,3,B
Alumni268,SISTEM BASIS DATA 2,U,3,A
Alumni268,SISTEM BERKAS,U,2,A
Alumni268,SISTEM INFORMASI,U,2,B
Alumni268,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni268,SISTEM INFORMASI MANAJEMEN,W,2,B
Alumni268,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni268,SISTEM MULTIMEDIA,W,2,C
Alumni268,SISTEM OPERASI,U,3,B
Alumni268,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni268,STATISTIKA 1,W,2,C
Alumni268,STATISTIKA 2,W,2,B
Alumni268,STRUKTUR DATA  ,W,2,A
Alumni268,TEKNIK KOMPILASI,W,3,B
Alumni268,TEKNOLOGI GAME,W,1,B
Alumni268,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni269,ALGORITMA DAN PEMROGRAMAN 1,W,2,B
Alumni269,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni269,ALGORITMA DAN PEMROGRAMAN 3,U,2,B
Alumni269,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni269,ALGORITMA DEEP LEARNING,W,2,C
Alumni269,ARSITEKTUR KOMPUTER,U,2,B
Alumni269,BAHASA INDONESIA,W,2,B
Alumni269,BAHASA INGGRIS 1,W,1,C
Alumni269,BAHASA INGGRIS 2,W,1,B
Alumni269,BAHASA INGGRIS BISNIS 1,W,1,B
Alumni269,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni269,BISNIS INFORMATIKA,W,1,D
Alumni269,DISAIN PEMODELAN GRAFIK,W,1,D
Alumni269,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni269,FISIKA DAN KIMIA DASAR 2,W,2,A
Alumni269,FORENSIK TEKNOLOGI INFORMASI,W,2,C
Alumni269,GRAFIK KOMPUTER 1,W,2,B
Alumni269,GRAFIK KOMPUTER 2,W,2,B
Alumni269,ILMU BUDAYA DASAR,W,1,A
Alumni269,ILMU SOSIAL DASAR,W,1,B
Alumni269,INFORMATIKA KESEHATAN,P,2,C
Alumni269,INTERAKSI MANUSIA DAN KOMPUTER,U,3,A
Alumni269,JARINGAN KOMPUTER,U,3,B
Alumni269,JARINGAN KOMPUTER LANJUT,P,2,B
Alumni269,KECERDASAN BUATAN,W,2,B
Alumni269,KOMPUTASI MODERN,W,1,D
Alumni269,KONSEP DATA MINING,P,2,B
Alumni269,KONSEP TEKNOLOGI INFORMASI,W,3,B
Alumni269,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni269,MATEMATIKA DASAR 1,W,2,B
Alumni269,MATEMATIKA DASAR 2,U,2,B
Alumni269,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni269,MATEMATIKA INFORMATIKA 2,W,2,B
Alumni269,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni269,MATEMATIKA INFORMATIKA 4,U,2,B
Alumni269,MATEMATIKA LANJUT 1,W,2,B
Alumni269,MATEMATIKA LANJUT 2,W,2,B
Alumni269,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni269,PEMODELAN DAN SIMULASI,W,2,B
Alumni269,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni269,PEMROGRAMAN JARINGAN,W,2,B
Alumni269,PEMROGRAMAN MULTIMEDIA,P,2,B
Alumni269,PEMROGRAMAN WEB,W,2,B
Alumni269,PENDIDIKAN AGAMA,W,2,B
Alumni269,PENDIDIKAN KEWARGANEGARAAN,W,2,B
Alumni269,PENDIDIKAN PANCASILA,U,2,B
Alumni269,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,D
Alumni269,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,B
Alumni269,PENGANTAR WEB SCIENCE,W,1,C
Alumni269,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,C
Alumni269,PENGOLAHAN CITRA,W,2,B
Alumni269,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni269,PERANCANGAN DAN ANALISA ALGORITMA,W,3,B
Alumni269,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni269,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,C
Alumni269,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,C
Alumni269,PRAKTIKUM FISIKA DASAR,W,1,C
Alumni269,REKAYASA KOMPUTASIONAL,W,2,C
Alumni269,REKAYASA PERANGKAT LUNAK 1,W,2,B
Alumni269,REKAYASA PERANGKAT LUNAK 2,U,2,B
Alumni269,RISET OPERASIONAL,W,2,B
Alumni269,SISTEM BASIS DATA 1,W,3,B
Alumni269,SISTEM BASIS DATA 2,U,3,A
Alumni269,SISTEM BERKAS,U,2,B
Alumni269,SISTEM INFORMASI,U,2,B
Alumni269,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni269,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni269,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni269,SISTEM MULTIMEDIA,W,2,B
Alumni269,SISTEM OPERASI,U,3,B
Alumni269,SISTEM TERDISTRIBUSI,P,2,B
Alumni269,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,B
Alumni269,STATISTIKA 1,W,2,B
Alumni269,STATISTIKA 2,W,2,B
Alumni269,STRUKTUR DATA,W,2,B
Alumni269,TEKNIK KOMPILASI,W,3,B
Alumni269,TEKNOLOGI GAME,W,1,C
Alumni269,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni270,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni270,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni270,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni270,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni270,ALGORITMA DEEP LEARNING,W,2,A
Alumni270,ARSITEKTUR KOMPUTER,U,2,A
Alumni270,BAHASA INDONESIA,W,2,A
Alumni270,BAHASA INGGRIS 1,W,1,A
Alumni270,BAHASA INGGRIS 2,W,1,A
Alumni270,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni270,BAHASA INGGRIS BISNIS 2,W,1,B
Alumni270,BISNIS INFORMATIKA,W,1,A
Alumni270,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni270,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni270,FISIKA DAN KIMIA DASAR 2,W,2,A
Alumni270,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni270,GRAFIK KOMPUTER 1,W,2,A
Alumni270,GRAFIK KOMPUTER 2,W,2,B
Alumni270,ILMU BUDAYA DASAR,W,1,A
Alumni270,ILMU SOSIAL DASAR,W,1,A
Alumni270,INFORMATIKA KESEHATAN,P,2,A
Alumni270,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni270,JARINGAN KOMPUTER,U,3,A
Alumni270,JARINGAN KOMPUTER LANJUT,P,2,B
Alumni270,KECERDASAN BUATAN,W,2,A
Alumni270,KOMPUTASI MODERN,W,1,B
Alumni270,KONSEP DATA MINING,P,2,A
Alumni270,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni270,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,B
Alumni270,MATEMATIKA DASAR 1,W,2,A
Alumni270,MATEMATIKA DASAR 2,U,2,B
Alumni270,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni270,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni270,MATEMATIKA INFORMATIKA 3,W,2,B
Alumni270,MATEMATIKA INFORMATIKA 4,U,2,A
Alumni270,MATEMATIKA LANJUT 1,W,2,A
Alumni270,MATEMATIKA LANJUT 2,W,2,A
Alumni270,ORGANISASI SISTEM KOMPUTER,U,2,A
Alumni270,PEMODELAN DAN SIMULASI,W,2,B
Alumni270,PEMROGRAMAN BERBASIS OBJEK,W,2,A
Alumni270,PEMROGRAMAN JARINGAN,W,2,B
Alumni270,PEMROGRAMAN MULTIMEDIA,P,2,A
Alumni270,PEMROGRAMAN WEB,W,2,A
Alumni270,PENDIDIKAN AGAMA,W,2,A
Alumni270,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni270,PENDIDIKAN PANCASILA,U,2,A
Alumni270,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni270,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni270,PENGANTAR WEB SCIENCE,W,1,A
Alumni270,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,B
Alumni270,PENGOLAHAN CITRA,W,2,A
Alumni270,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni270,PERANCANGAN DAN ANALISA ALGORITMA,U,3,A
Alumni270,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,A
Alumni270,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni270,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,A
Alumni270,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni270,REKAYASA KOMPUTASIONAL,W,2,A
Alumni270,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni270,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni270,RISET OPERASIONAL,W,2,B
Alumni270,SISTEM BASIS DATA 1,W,3,A
Alumni270,SISTEM BASIS DATA 2,U,3,A
Alumni270,SISTEM BERKAS,U,2,A
Alumni270,SISTEM INFORMASI,U,2,B
Alumni270,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,P,2,A
Alumni270,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni270,SISTEM KEAMANAN KOMPUTER,W,2,B
Alumni270,SISTEM MULTIMEDIA,W,2,B
Alumni270,SISTEM OPERASI,U,3,B
Alumni270,SISTEM TERDISTRIBUSI,P,2,B
Alumni270,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni270,STATISTIKA 1,W,2,A
Alumni270,STATISTIKA 2,W,2,A
Alumni270,STRUKTUR DATA  ,W,2,A
Alumni270,TEKNIK KOMPILASI,W,3,A
Alumni270,TEKNOLOGI GAME,W,1,A
Alumni270,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni271,ALGORITMA DAN PEMROGRAMAN 1,W,2,B
Alumni271,ALGORITMA DAN PEMROGRAMAN 2,U,2,B
Alumni271,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni271,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,A
Alumni271,ALGORITMA DEEP LEARNING,W,2,A
Alumni271,ARSITEKTUR KOMPUTER,U,2,A
Alumni271,BAHASA INDONESIA,W,2,A
Alumni271,BAHASA INGGRIS 1,W,1,A
Alumni271,BAHASA INGGRIS 2,W,1,B
Alumni271,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni271,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni271,BISNIS INFORMATIKA,W,1,A
Alumni271,DISAIN PEMODELAN GRAFIK,W,1,A
Alumni271,FISIKA DAN KIMIA DASAR 1,W,2,B
Alumni271,FISIKA DAN KIMIA DASAR 2,W,2,B
Alumni271,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni271,GRAFIK KOMPUTER 1,W,2,B
Alumni271,GRAFIK KOMPUTER 2,W,2,A
Alumni271,ILMU BUDAYA DASAR,W,1,B
Alumni271,ILMU SOSIAL DASAR,W,1,A
Alumni271,INFORMATIKA KESEHATAN,P,2,A
Alumni271,INTERAKSI MANUSIA DAN KOMPUTER,U,3,B
Alumni271,JARINGAN KOMPUTER,U,3,A
Alumni271,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni271,KECERDASAN BUATAN,W,2,A
Alumni271,KOMPUTASI MODERN,W,1,A
Alumni271,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni271,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni271,MATEMATIKA DASAR 1,W,2,B
Alumni271,MATEMATIKA DASAR 2,U,2,C
Alumni271,MATEMATIKA INFORMATIKA 1,W,2,B
Alumni271,MATEMATIKA INFORMATIKA 2   ,W,2,B
Alumni271,MATEMATIKA INFORMATIKA 3,W,2,C
Alumni271,MATEMATIKA INFORMATIKA 4,U,2,A
Alumni271,MATEMATIKA LANJUT 1,W,2,C
Alumni271,MATEMATIKA LANJUT 2,W,2,B
Alumni271,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni271,PEMODELAN DAN SIMULASI,W,2,B
Alumni271,PEMROGRAMAN BERBASIS OBJEK,W,2,A
Alumni271,PEMROGRAMAN JARINGAN,W,2,A
Alumni271,PEMROGRAMAN WEB,W,2,A
Alumni271,PENDIDIKAN AGAMA,W,2,B
Alumni271,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni271,PENDIDIKAN PANCASILA,U,2,B
Alumni271,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,B
Alumni271,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni271,PENGANTAR WEB SCIENCE,W,1,A
Alumni271,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni271,PENGOLAHAN CITRA,W,2,B
Alumni271,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,B
Alumni271,PERANCANGAN DAN ANALISA ALGORITMA,U,3,B
Alumni271,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,A
Alumni271,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni271,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,A
Alumni271,PRAKTIKUM FISIKA DASAR,W,1,B
Alumni271,PRAKTIKUM ROBOTIKA CERDAS,W,1,A
Alumni271,REKAYASA KOMPUTASIONAL,W,2,A
Alumni271,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni271,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni271,RISET OPERASIONAL,P,2,A
Alumni271,ROBOTIKA CERDAS,W,2,A
Alumni271,SISTEM BASIS DATA 1,W,3,B
Alumni271,SISTEM BASIS DATA 2,U,3,A
Alumni271,SISTEM BERKAS,U,2,A
Alumni271,SISTEM INFORMASI,U,2,A
Alumni271,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,W,2,B
Alumni271,SISTEM INFORMASI MANAJEMEN,W,2,A
Alumni271,SISTEM KEAMANAN KOMPUTER,W,2,A
Alumni271,SISTEM MULTIMEDIA,W,2,A
Alumni271,SISTEM OPERASI,U,3,B
Alumni271,SKRIPSI / EVALUASI KOMPREHENSIF,W,6,A
Alumni271,STATISTIKA 1,W,2,A
Alumni271,STATISTIKA 2,W,2,A
Alumni271,STRUKTUR DATA  ,W,2,A
Alumni271,TEKNIK KOMPILASI,W,3,A
Alumni271,TEKNOLOGI GAME,W,1,A
Alumni271,TEORI BAHASA DAN OTOMATA,U,3,B
Alumni272,ALGORITMA DAN PEMROGRAMAN 1,W,2,A
Alumni272,ALGORITMA DAN PEMROGRAMAN 2,U,2,A
Alumni272,ALGORITMA DAN PEMROGRAMAN 3,U,2,A
Alumni272,ALGORITMA DAN PENGOLAHAN PARALEL,W,3,B
Alumni272,ALGORITMA DEEP LEARNING,W,2,A
Alumni272,ARSITEKTUR KOMPUTER,U,2,A
Alumni272,BAHASA INDONESIA,W,2,B
Alumni272,BAHASA INGGRIS 1,W,1,B
Alumni272,BAHASA INGGRIS 2,W,1,A
Alumni272,BAHASA INGGRIS BISNIS 1,W,1,A
Alumni272,BAHASA INGGRIS BISNIS 2,W,1,A
Alumni272,BISNIS INFORMATIKA,W,1,B
Alumni272,DISAIN PEMODELAN GRAFIK,W,1,B
Alumni272,FISIKA DAN KIMIA DASAR 1,W,2,A
Alumni272,FISIKA DAN KIMIA DASAR 2,W,2,A
Alumni272,FORENSIK TEKNOLOGI INFORMASI,W,2,A
Alumni272,GRAFIK KOMPUTER 1,W,2,A
Alumni272,GRAFIK KOMPUTER 2,W,2,A
Alumni272,ILMU BUDAYA DASAR,W,1,A
Alumni272,ILMU SOSIAL DASAR,W,1,A
Alumni272,INFORMATIKA KESEHATAN,P,2,A
Alumni272,INTERAKSI MANUSIA DAN KOMPUTER,U,3,A
Alumni272,JARINGAN KOMPUTER,U,3,A
Alumni272,JARINGAN KOMPUTER LANJUT,P,2,A
Alumni272,KECERDASAN BUATAN,W,2,A
Alumni272,KOMPUTASI MODERN,W,1,C
Alumni272,KONSEP DATA MINING,P,2,A
Alumni272,KONSEP TEKNOLOGI INFORMASI,W,3,A
Alumni272,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,W,2,A
Alumni272,MATEMATIKA DASAR 1,W,2,B
Alumni272,MATEMATIKA DASAR 2,U,2,B
Alumni272,MATEMATIKA INFORMATIKA 1,W,2,A
Alumni272,MATEMATIKA INFORMATIKA 2   ,W,2,A
Alumni272,MATEMATIKA INFORMATIKA 3,W,2,A
Alumni272,MATEMATIKA INFORMATIKA 4,U,2,A
Alumni272,MATEMATIKA LANJUT 1,W,2,A
Alumni272,MATEMATIKA LANJUT 2,W,2,A
Alumni272,ORGANISASI SISTEM KOMPUTER,U,2,B
Alumni272,PEMODELAN DAN SIMULASI,W,2,A
Alumni272,PEMROGRAMAN BERBASIS OBJEK,W,2,B
Alumni272,PEMROGRAMAN JARINGAN,W,2,A
Alumni272,PEMROGRAMAN WEB,W,2,A
Alumni272,PENDIDIKAN AGAMA,W,2,A
Alumni272,PENDIDIKAN KEWARGANEGARAAN,W,2,A
Alumni272,PENDIDIKAN PANCASILA,U,2,A
Alumni272,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,W,1,A
Alumni272,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,W,3,A
Alumni272,PENGANTAR WEB SCIENCE,W,1,A
Alumni272,PENGELOLAAN PROYEK PERANGKAT LUNAK,W,3,A
Alumni272,PENGOLAHAN CITRA,W,2,B
Alumni272,PENULISAN ILMIAH / KERJA PRAKTEK,W,2,A
Alumni272,PERANCANGAN DAN ANALISA ALGORITMA,U,3,A
Alumni272,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,W,1,B
Alumni272,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,W,1,A
Alumni272,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,W,1,A
Alumni272,PRAKTIKUM FISIKA DASAR,W,1,A
Alumni272,REKAYASA KOMPUTASIONAL,W,2,A
Alumni272,REKAYASA PERANGKAT LUNAK 1,W,2,A
Alumni272,REKAYASA PERANGKAT LUNAK 2,U,2,A
Alumni272,RISET OPERASIONAL,P,2,A
Alumni272,SISTEM BASIS DATA 1,W,3,A
Alumni272,SISTEM BASIS DATA 2,U,3,A
Alumni272,SISTEM BERKAS,U,2,A
